Id,ActivityHour,StepTotal,Hora,Dia,FinDeSemana,StepTotal_scaled
1503960366.0,2016-03-12 00:00:00,0.0,0,Saturday,1,-0.4322475200801362
1503960366.0,2016-03-12 01:00:00,0.0,1,Saturday,1,-0.4322475200801362
1503960366.0,2016-03-12 02:00:00,0.0,2,Saturday,1,-0.4322475200801362
1503960366.0,2016-03-12 03:00:00,0.0,3,Saturday,1,-0.4322475200801362
1503960366.0,2016-03-12 04:00:00,0.0,4,Saturday,1,-0.4322475200801362
1503960366.0,2016-03-12 05:00:00,0.0,5,Saturday,1,-0.4322475200801362
1503960366.0,2016-03-12 06:00:00,0.0,6,Saturday,1,-0.4322475200801362
1503960366.0,2016-03-12 07:00:00,0.0,7,Saturday,1,-0.4322475200801362
1503960366.0,2016-03-12 08:00:00,0.0,8,Saturday,1,-0.4322475200801362
1503960366.0,2016-03-12 09:00:00,8.0,9,Saturday,1,-0.4201609884866764
1503960366.0,2016-03-12 10:00:00,551.0,10,Saturday,1,0.40021234341940864
1503960366.0,2016-03-12 11:00:00,1764.0,11,Saturday,1,2.2328326962777534
1503960366.0,2016-03-12 12:00:00,1259.0,12,Saturday,1,1.4698703894406022
1503960366.0,2016-03-12 13:00:00,253.0,13,Saturday,1,-0.050010958436969524
1503960366.0,2016-03-12 15:00:00,4919.0,15,Saturday,1,6.999458593448468
1503960366.0,2016-03-12 16:00:00,1905.0,16,Saturday,1,2.4458578156124826
1503960366.0,2016-03-12 17:00:00,1038.0,17,Saturday,1,1.135979954171275
1503960366.0,2016-03-12 19:00:00,606.0,19,Saturday,1,0.48330724812444487
1503960366.0,2016-03-12 21:00:00,782.0,21,Saturday,1,0.7492109431805608
1503960366.0,2016-03-12 23:00:00,918.0,23,Saturday,1,0.9546819802693777
1503960366.0,2016-03-13 00:00:00,39.0,0,Sunday,1,-0.3733256785620196
1503960366.0,2016-03-13 03:00:00,0.0,3,Sunday,1,-0.4322475200801362
1503960366.0,2016-03-13 05:00:00,0.0,5,Sunday,1,-0.4322475200801362
1503960366.0,2016-03-13 07:00:00,0.0,7,Sunday,1,-0.4322475200801362
1503960366.0,2016-03-13 08:00:00,6.0,8,Sunday,1,-0.4231826213850413
1503960366.0,2016-03-13 09:00:00,73.0,9,Sunday,1,-0.3219579192898154
1503960366.0,2016-03-13 10:00:00,2850.0,10,Sunday,1,3.8735793600899227
1503960366.0,2016-03-13 12:00:00,24.0,12,Sunday,1,-0.39598792529975674
1503960366.0,2016-03-13 13:00:00,118.0,13,Sunday,1,-0.25397117907660394
1503960366.0,2016-03-13 14:00:00,19.0,14,Sunday,1,-0.40354200754566916
1503960366.0,2016-03-13 15:00:00,510.0,15,Sunday,1,0.3382688690029271
1503960366.0,2016-03-13 16:00:00,510.0,16,Sunday,1,0.3382688690029271
1503960366.0,2016-03-13 18:00:00,4100.0,18,Sunday,1,5.762099921568019
1503960366.0,2016-03-13 20:00:00,477.0,20,Sunday,1,0.2884119261799053
1503960366.0,2016-03-13 22:00:00,214.0,22,Sunday,1,-0.10893279995508613
1503960366.0,2016-03-13 23:00:00,1286.0,23,Sunday,1,1.5106624335685293
1503960366.0,2016-03-14 00:00:00,54.0,0,Monday,0,-0.35066343182428245
1503960366.0,2016-03-14 01:00:00,53.0,1,Monday,0,-0.35217424827346494
1503960366.0,2016-03-14 03:00:00,0.0,3,Monday,0,-0.4322475200801362
1503960366.0,2016-03-14 04:00:00,0.0,4,Monday,0,-0.4322475200801362
1503960366.0,2016-03-14 05:00:00,0.0,5,Monday,0,-0.4322475200801362
1503960366.0,2016-03-14 06:00:00,0.0,6,Monday,0,-0.4322475200801362
1503960366.0,2016-03-14 08:00:00,212.0,8,Monday,0,-0.11195443285345108
1503960366.0,2016-03-14 09:00:00,2832.0,9,Monday,0,3.8463846640046384
1503960366.0,2016-03-14 10:00:00,43.0,10,Monday,0,-0.36728241276528967
1503960366.0,2016-03-14 11:00:00,220.0,11,Monday,0,-0.09986790125999126
1503960366.0,2016-03-14 12:00:00,181.0,12,Monday,0,-0.15878974277810787
1503960366.0,2016-03-14 13:00:00,12.0,13,Monday,0,-0.41411772268994645
1503960366.0,2016-03-14 14:00:00,44.0,14,Monday,0,-0.36577159631610723
1503960366.0,2016-03-14 15:00:00,205.0,15,Monday,0,-0.12253014799772842
1503960366.0,2016-03-14 18:00:00,516.0,18,Monday,0,0.34733376769802193
1503960366.0,2016-03-14 20:00:00,1104.0,20,Monday,0,1.2356938398173183
1503960366.0,2016-03-14 22:00:00,0.0,22,Monday,0,-0.4322475200801362
1503960366.0,2016-03-14 23:00:00,3305.0,23,Monday,0,4.56100084446795
1503960366.0,2016-03-15 00:00:00,33.0,0,Tuesday,0,-0.38239057725711445
1503960366.0,2016-03-15 01:00:00,20.0,1,Tuesday,0,-0.40203119109648666
1503960366.0,2016-03-15 02:00:00,60.0,2,Tuesday,0,-0.3415985331291876
1503960366.0,2016-03-15 03:00:00,0.0,3,Tuesday,0,-0.4322475200801362
1503960366.0,2016-03-15 04:00:00,7.0,4,Tuesday,0,-0.4216718049358589
1503960366.0,2016-03-15 05:00:00,0.0,5,Tuesday,0,-0.4322475200801362
1503960366.0,2016-03-15 07:00:00,11.0,7,Tuesday,0,-0.41562853913912895
1503960366.0,2016-03-15 09:00:00,1967.0,9,Tuesday,0,2.539528435461796
1503960366.0,2016-03-15 10:00:00,729.0,10,Tuesday,0,0.6691376713738896
1503960366.0,2016-03-15 11:00:00,659.0,11,Tuesday,0,0.5633805199311162
1503960366.0,2016-03-15 13:00:00,333.0,13,Tuesday,0,0.07085435749762864
1503960366.0,2016-03-15 14:00:00,980.0,14,Tuesday,0,1.0483526001186911
1503960366.0,2016-03-15 15:00:00,371.0,15,Tuesday,0,0.12826538256656275
1503960366.0,2016-03-15 17:00:00,623.0,17,Tuesday,0,0.508991127760547
1503960366.0,2016-03-15 18:00:00,467.0,18,Tuesday,0,0.27330376168808057
1503960366.0,2016-03-15 19:00:00,282.0,19,Tuesday,0,-0.0061972814106776904
1503960366.0,2016-03-15 20:00:00,3319.0,20,Tuesday,0,4.582152274756504
1503960366.0,2016-03-15 21:00:00,1558.0,21,Tuesday,0,1.921604507746163
1503960366.0,2016-03-15 23:00:00,313.0,23,Tuesday,0,0.040638028513979095
1503960366.0,2016-03-16 00:00:00,0.0,0,Wednesday,0,-0.4322475200801362
1503960366.0,2016-03-16 01:00:00,0.0,1,Wednesday,0,-0.4322475200801362
1503960366.0,2016-03-16 02:00:00,4.0,2,Wednesday,0,-0.4262042542834063
1503960366.0,2016-03-16 03:00:00,0.0,3,Wednesday,0,-0.4322475200801362
1503960366.0,2016-03-16 04:00:00,0.0,4,Wednesday,0,-0.4322475200801362
1503960366.0,2016-03-16 05:00:00,0.0,5,Wednesday,0,-0.4322475200801362
1503960366.0,2016-03-16 06:00:00,0.0,6,Wednesday,0,-0.4322475200801362
1503960366.0,2016-03-16 07:00:00,70.0,7,Wednesday,0,-0.3264903686373628
1503960366.0,2016-03-16 11:00:00,874.0,11,Wednesday,0,0.8882060565053487
1503960366.0,2016-03-16 12:00:00,1451.0,12,Wednesday,0,1.759947147683638
1503960366.0,2016-03-16 13:00:00,329.0,13,Wednesday,0,0.06481109170089873
1503960366.0,2016-03-16 14:00:00,61.0,14,Wednesday,0,-0.3400877166800051
1503960366.0,2016-03-16 15:00:00,456.0,15,Wednesday,0,0.2566847807470733
1503960366.0,2016-03-16 16:00:00,775.0,16,Wednesday,0,0.7386352280362835
1503960366.0,2016-03-16 17:00:00,1446.0,17,Wednesday,0,1.7523930654377256
1503960366.0,2016-03-16 18:00:00,2407.0,18,Wednesday,0,3.2042876731020855
1503960366.0,2016-03-16 19:00:00,103.0,19,Wednesday,0,-0.2766334258143411
1503960366.0,2016-03-16 20:00:00,447.0,20,Wednesday,0,0.243087432704431
1503960366.0,2016-03-16 21:00:00,2120.0,21,Wednesday,0,2.770683352186715
1503960366.0,2016-03-16 22:00:00,273.0,22,Wednesday,0,-0.019794629453319983
1503960366.0,2016-03-16 23:00:00,455.0,23,Wednesday,0,0.25517396429789085
1503960366.0,2016-03-17 00:00:00,263.0,0,Thursday,0,-0.034902793945144756
1503960366.0,2016-03-17 01:00:00,23.0,1,Thursday,0,-0.39749874174893923
1503960366.0,2016-03-17 03:00:00,0.0,3,Thursday,0,-0.4322475200801362
1503960366.0,2016-03-17 04:00:00,0.0,4,Thursday,0,-0.4322475200801362
1503960366.0,2016-03-17 05:00:00,0.0,5,Thursday,0,-0.4322475200801362
1503960366.0,2016-03-17 06:00:00,0.0,6,Thursday,0,-0.4322475200801362
1503960366.0,2016-03-17 07:00:00,6.0,7,Thursday,0,-0.4231826213850413
1503960366.0,2016-03-17 08:00:00,210.0,8,Thursday,0,-0.11497606575181603
1503960366.0,2016-03-17 09:00:00,1530.0,9,Thursday,0,1.8793016471690536
1503960366.0,2016-03-17 11:00:00,1803.0,11,Thursday,0,2.2917545377958697
1503960366.0,2016-03-17 12:00:00,113.0,12,Thursday,0,-0.2615252613225163
1503960366.0,2016-03-17 14:00:00,1160.0,14,Thursday,0,1.3202995609715371
1503960366.0,2016-03-17 15:00:00,409.0,15,Thursday,0,0.1856764076354969
1503960366.0,2016-03-17 16:00:00,631.0,16,Thursday,0,0.5210776593540067
1503960366.0,2016-03-17 17:00:00,203.0,17,Thursday,0,-0.12555178089609337
1503960366.0,2016-03-17 18:00:00,396.0,18,Thursday,0,0.16603579379612468
1503960366.0,2016-03-17 19:00:00,2165.0,19,Thursday,0,2.8386700923999264
1503960366.0,2016-03-17 20:00:00,147.0,20,Thursday,0,-0.21015750205031208
1503960366.0,2016-03-17 21:00:00,2016.0,21,Thursday,0,2.613558441471737
1503960366.0,2016-03-17 22:00:00,521.0,22,Thursday,0,0.3548878499439343
1503960366.0,2016-03-17 23:00:00,1176.0,23,Thursday,0,1.3444726241584568
1503960366.0,2016-03-18 00:00:00,389.0,0,Friday,0,0.15546007865184736
1503960366.0,2016-03-18 01:00:00,112.0,1,Friday,0,-0.2630360777716988
1503960366.0,2016-03-18 02:00:00,0.0,2,Friday,0,-0.4322475200801362
1503960366.0,2016-03-18 03:00:00,0.0,3,Friday,0,-0.4322475200801362
1503960366.0,2016-03-18 04:00:00,0.0,4,Friday,0,-0.4322475200801362
1503960366.0,2016-03-18 06:00:00,19.0,6,Friday,0,-0.40354200754566916
